row-number,field,issue-type,value
1,entry-date,default,2020-09-06
1,organisation,default,local-authority-eng:BAR
2,entry-date,default,2020-09-06
2,organisation,default,local-authority-eng:BAR
3,entry-date,default,2020-09-06
3,organisation,default,local-authority-eng:BAR
4,entry-date,default,2020-09-06
4,organisation,default,local-authority-eng:BAR
5,entry-date,default,2020-09-06
5,organisation,default,local-authority-eng:BAR
6,entry-date,default,2020-09-06
6,organisation,default,local-authority-eng:BAR
7,entry-date,default,2020-09-06
7,organisation,default,local-authority-eng:BAR
8,entry-date,default,2020-09-06
8,organisation,default,local-authority-eng:BAR
9,entry-date,default,2020-09-06
9,organisation,default,local-authority-eng:BAR
10,entry-date,default,2020-09-06
10,organisation,default,local-authority-eng:BAR
11,entry-date,default,2020-09-06
11,organisation,default,local-authority-eng:BAR
