prefix,resource,organisation,reference,entity
conservation-area,,government-organisation:PB1164,3206,44000075
conservation-area,,government-organisation:PB1164,3212,44000076
conservation-area,,government-organisation:PB1164,3214,44000077
conservation-area,,government-organisation:PB1164,3219,44000078
conservation-area,,government-organisation:PB1164,3220,44000079
conservation-area,,government-organisation:PB1164,3223,44000080
conservation-area,,government-organisation:PB1164,3225,44000081
conservation-area,,government-organisation:PB1164,3216,44000082
conservation-area,,government-organisation:PB1164,6328,44000083
conservation-area,,government-organisation:PB1164,3194,44000084
conservation-area,,government-organisation:PB1164,3222,44000085
conservation-area,,government-organisation:PB1164,3198,44000086
conservation-area,,government-organisation:PB1164,3199,44000087
conservation-area,,government-organisation:PB1164,3200,44000088
conservation-area,,government-organisation:PB1164,3226,44000089
conservation-area,,government-organisation:PB1164,3195,44000090
conservation-area,,government-organisation:PB1164,3196,44000091
conservation-area,,government-organisation:PB1164,3204,44000092
conservation-area,,government-organisation:PB1164,3203,44000093
conservation-area,,government-organisation:PB1164,3224,44000094
conservation-area,,government-organisation:PB1164,3215,44000095
conservation-area,,government-organisation:PB1164,548,44000096
conservation-area,,government-organisation:PB1164,3211,44000097
conservation-area,,government-organisation:PB1164,3213,44000098
conservation-area,,government-organisation:PB1164,3210,44000099
conservation-area,,government-organisation:PB1164,3201,44000100
conservation-area,,government-organisation:PB1164,3218,44000101
conservation-area,,government-organisation:PB1164,3221,44000102
conservation-area,,government-organisation:PB1164,3217,44000103
conservation-area,,government-organisation:PB1164,3209,44000104
conservation-area,,government-organisation:PB1164,3208,44000105
conservation-area,,government-organisation:PB1164,6501,44000106
conservation-area,,government-organisation:PB1164,6503,44000107
conservation-area,,government-organisation:PB1164,6507,44000108
conservation-area,,government-organisation:PB1164,6511,44000109
conservation-area,,government-organisation:PB1164,6514,44000110
conservation-area,,government-organisation:PB1164,6509,44000111
conservation-area,,government-organisation:PB1164,6516,44000112
conservation-area,,government-organisation:PB1164,6504,44000113
conservation-area,,government-organisation:PB1164,6498,44000114
conservation-area,,government-organisation:PB1164,6510,44000115
conservation-area,,government-organisation:PB1164,6508,44000116
conservation-area,,government-organisation:PB1164,119,44000117
conservation-area,,government-organisation:PB1164,117,44000118
conservation-area,,government-organisation:PB1164,114,44000119
conservation-area,,government-organisation:PB1164,112,44000120
conservation-area,,government-organisation:PB1164,120,44000121
conservation-area,,government-organisation:PB1164,118,44000122
conservation-area,,government-organisation:PB1164,115,44000123
conservation-area,,government-organisation:PB1164,6930,44000124
conservation-area,,government-organisation:PB1164,6923,44000125
conservation-area,,government-organisation:PB1164,6844,44000126
conservation-area,,government-organisation:PB1164,6929,44000127
conservation-area,,government-organisation:PB1164,6841,44000128
conservation-area,,government-organisation:PB1164,6898,44000129
conservation-area,,government-organisation:PB1164,6876,44000130
conservation-area,,government-organisation:PB1164,6885,44000131
conservation-area,,government-organisation:PB1164,6864,44000132
conservation-area,,government-organisation:PB1164,6843,44000133
conservation-area,,government-organisation:PB1164,6927,44000134
conservation-area,,government-organisation:PB1164,6928,44000135
conservation-area,,government-organisation:PB1164,6834,44000136
conservation-area,,government-organisation:PB1164,6894,44000137
conservation-area,,government-organisation:PB1164,6873,44000138
conservation-area,,government-organisation:PB1164,6846,44000139
conservation-area,,government-organisation:PB1164,6942,44000140
conservation-area,,government-organisation:PB1164,6933,44000141
conservation-area,,government-organisation:PB1164,6853,44000142
conservation-area,,government-organisation:PB1164,6932,44000143
conservation-area,,government-organisation:PB1164,6926,44000144
conservation-area,,government-organisation:PB1164,6924,44000145
conservation-area,,government-organisation:PB1164,6925,44000146
conservation-area,,government-organisation:PB1164,6897,44000147
conservation-area,,government-organisation:PB1164,6895,44000148
conservation-area,,government-organisation:PB1164,6861,44000149
conservation-area,,government-organisation:PB1164,6851,44000150
conservation-area,,government-organisation:PB1164,6848,44000151
conservation-area,,government-organisation:PB1164,6862,44000152
conservation-area,,government-organisation:PB1164,6877,44000153
conservation-area,,government-organisation:PB1164,6938,44000154
conservation-area,,government-organisation:PB1164,6837,44000155
conservation-area,,government-organisation:PB1164,6839,44000156
conservation-area,,government-organisation:PB1164,9312,44000157
conservation-area,,government-organisation:PB1164,6888,44000158
conservation-area,,government-organisation:PB1164,6886,44000159
conservation-area,,government-organisation:PB1164,6878,44000160
conservation-area,,government-organisation:PB1164,6934,44000161
conservation-area,,government-organisation:PB1164,6833,44000162
conservation-area,,government-organisation:PB1164,6939,44000163
conservation-area,,government-organisation:PB1164,6867,44000164
conservation-area,,government-organisation:PB1164,6880,44000165
conservation-area,,government-organisation:PB1164,6849,44000166
conservation-area,,government-organisation:PB1164,6919,44000167
conservation-area,,government-organisation:PB1164,6882,44000168
conservation-area,,government-organisation:PB1164,6875,44000169
conservation-area,,government-organisation:PB1164,6855,44000170
conservation-area,,government-organisation:PB1164,6941,44000171
conservation-area,,government-organisation:PB1164,6854,44000172
conservation-area,,government-organisation:PB1164,6842,44000173
conservation-area,,government-organisation:PB1164,2205,44000174
conservation-area,,government-organisation:PB1164,2203,44000175
conservation-area,,government-organisation:PB1164,2212,44000176
conservation-area,,government-organisation:PB1164,2207,44000177
conservation-area,,government-organisation:PB1164,452,44000178
conservation-area,,government-organisation:PB1164,380,44000179
conservation-area,,government-organisation:PB1164,2208,44000180
conservation-area,,government-organisation:PB1164,2216,44000181
conservation-area,,government-organisation:PB1164,2200,44000182
conservation-area,,government-organisation:PB1164,2206,44000183
conservation-area,,government-organisation:PB1164,2210,44000184
conservation-area,,government-organisation:PB1164,2215,44000185
conservation-area,,government-organisation:PB1164,2211,44000186
conservation-area,,government-organisation:PB1164,366,44000187
conservation-area,,government-organisation:PB1164,2202,44000188
conservation-area,,government-organisation:PB1164,2196,44000189
conservation-area,,government-organisation:PB1164,2213,44000190
conservation-area,,government-organisation:PB1164,4038,44000191
conservation-area,,government-organisation:PB1164,4125,44000191
conservation-area,,national-park-authority:Q72617988,143,44000191
conservation-area,,government-organisation:PB1164,10140,44000192
conservation-area,,government-organisation:PB1164,416,44000193
conservation-area,,local-authority-eng:CON,87,44000193
conservation-area,,local-authority-eng:CON,DCO58,44000193
conservation-area,,government-organisation:PB1164,136,44000194
conservation-area,,local-authority-eng:CON,96,44000194
conservation-area,,local-authority-eng:CON,DCO168,44000194
conservation-area,,government-organisation:PB1164,5134,44000195
conservation-area,,government-organisation:PB1164,3587,44000196
conservation-area,,government-organisation:PB1164,3524,44000197
conservation-area,,government-organisation:PB1164,5138,44000198
conservation-area,,government-organisation:PB1164,5139,44000199
conservation-area,,government-organisation:PB1164,5145,44000200
conservation-area,,government-organisation:PB1164,5149,44000201
conservation-area,,government-organisation:PB1164,3612,44000202
conservation-area,,government-organisation:PB1164,3610,44000203
conservation-area,,government-organisation:PB1164,3588,44000204
conservation-area,,government-organisation:PB1164,5142,44000205
conservation-area,,government-organisation:PB1164,5105,44000206
conservation-area,,government-organisation:PB1164,5103,44000207
conservation-area,,government-organisation:PB1164,5111,44000208
conservation-area,,government-organisation:PB1164,5109,44000209
conservation-area,,government-organisation:PB1164,5112,44000210
conservation-area,,government-organisation:PB1164,5114,44000211
conservation-area,,government-organisation:PB1164,5096,44000212
conservation-area,,government-organisation:PB1164,5116,44000213
conservation-area,,government-organisation:PB1164,5152,44000214
conservation-area,,government-organisation:PB1164,5098,44000215
conservation-area,,government-organisation:PB1164,5132,44000216
conservation-area,,government-organisation:PB1164,3574,44000217
conservation-area,,government-organisation:PB1164,5135,44000218
conservation-area,,government-organisation:PB1164,5133,44000219
conservation-area,,government-organisation:PB1164,5115,44000220
conservation-area,,government-organisation:PB1164,5131,44000221
conservation-area,,government-organisation:PB1164,3523,44000222
conservation-area,,government-organisation:PB1164,57,44000223
conservation-area,,government-organisation:PB1164,49,44000224
conservation-area,,government-organisation:PB1164,48,44000225
conservation-area,,government-organisation:PB1164,55,44000226
conservation-area,,government-organisation:PB1164,56,44000227
conservation-area,,government-organisation:PB1164,6386,44000228
conservation-area,,government-organisation:PB1164,6387,44000229
conservation-area,,government-organisation:PB1164,6385,44000230
conservation-area,,government-organisation:PB1164,6376,44000231
conservation-area,,government-organisation:PB1164,6379,44000232
conservation-area,,government-organisation:PB1164,6388,44000233
conservation-area,,government-organisation:PB1164,778,44000234
conservation-area,,government-organisation:PB1164,750,44000235
conservation-area,,government-organisation:PB1164,741,44000236
conservation-area,,government-organisation:PB1164,762,44000237
conservation-area,,government-organisation:PB1164,736,44000238
conservation-area,,government-organisation:PB1164,731,44000239
conservation-area,,government-organisation:PB1164,749,44000240
conservation-area,,government-organisation:PB1164,775,44000241
conservation-area,,government-organisation:PB1164,768,44000242
conservation-area,,government-organisation:PB1164,760,44000243
conservation-area,,government-organisation:PB1164,752,44000244
conservation-area,,government-organisation:PB1164,744,44000245
conservation-area,,government-organisation:PB1164,7994,44000246
conservation-area,,government-organisation:PB1164,7995,44000247
conservation-area,,government-organisation:PB1164,7988,44000248
conservation-area,,government-organisation:PB1164,7989,44000249
conservation-area,,government-organisation:PB1164,7987,44000250
conservation-area,,government-organisation:PB1164,7990,44000251
conservation-area,,government-organisation:PB1164,1792,44000252
conservation-area,,government-organisation:PB1164,1793,44000253
conservation-area,,government-organisation:PB1164,1794,44000254
conservation-area,,government-organisation:PB1164,1796,44000255
conservation-area,,government-organisation:PB1164,1797,44000256
conservation-area,,government-organisation:PB1164,1798,44000257
conservation-area,,government-organisation:PB1164,1802,44000258
conservation-area,,government-organisation:PB1164,1805,44000259
conservation-area,,government-organisation:PB1164,1809,44000260
conservation-area,,government-organisation:PB1164,1811,44000261
conservation-area,,government-organisation:PB1164,1815,44000262
conservation-area,,government-organisation:PB1164,1808,44000263
conservation-area,,government-organisation:PB1164,1812,44000264
conservation-area,,government-organisation:PB1164,1790,44000265
conservation-area,,government-organisation:PB1164,1791,44000266
conservation-area,,government-organisation:PB1164,1803,44000267
conservation-area,,government-organisation:PB1164,1804,44000268
conservation-area,,government-organisation:PB1164,1806,44000269
conservation-area,,government-organisation:PB1164,1807,44000270
conservation-area,,government-organisation:PB1164,1813,44000271
conservation-area,,government-organisation:PB1164,1801,44000272
conservation-area,,government-organisation:PB1164,1789,44000273
conservation-area,,government-organisation:PB1164,2184,44000274
conservation-area,,government-organisation:PB1164,2204,44000275
conservation-area,,government-organisation:PB1164,2182,44000276
conservation-area,,government-organisation:PB1164,2183,44000277
conservation-area,,government-organisation:PB1164,2192,44000278
conservation-area,,government-organisation:PB1164,2191,44000279
conservation-area,,government-organisation:PB1164,2199,44000280
conservation-area,,government-organisation:PB1164,2179,44000281
conservation-area,,government-organisation:PB1164,2193,44000282
conservation-area,,government-organisation:PB1164,2189,44000283
conservation-area,,government-organisation:PB1164,2201,44000284
conservation-area,,government-organisation:PB1164,2190,44000285
conservation-area,,government-organisation:PB1164,2221,44000286
conservation-area,,government-organisation:PB1164,2188,44000287
conservation-area,,government-organisation:PB1164,2180,44000288
conservation-area,,government-organisation:PB1164,2187,44000289
conservation-area,,government-organisation:PB1164,2197,44000290
conservation-area,,government-organisation:PB1164,2185,44000291
conservation-area,,government-organisation:PB1164,2186,44000292
conservation-area,,government-organisation:PB1164,2223,44000293
conservation-area,,government-organisation:PB1164,816,44000294
conservation-area,,government-organisation:PB1164,815,44000295
conservation-area,,government-organisation:PB1164,813,44000296
conservation-area,,government-organisation:PB1164,809,44000297
conservation-area,,government-organisation:PB1164,810,44000298
conservation-area,,government-organisation:PB1164,814,44000299
conservation-area,,government-organisation:PB1164,812,44000300
conservation-area,,government-organisation:PB1164,811,44000301
conservation-area,,government-organisation:PB1164,6317,44000302
conservation-area,,government-organisation:PB1164,3496,44000303
conservation-area,,government-organisation:PB1164,3474,44000304
conservation-area,,government-organisation:PB1164,3471,44000305
conservation-area,,government-organisation:PB1164,3467,44000306
conservation-area,,government-organisation:PB1164,3486,44000307
conservation-area,,government-organisation:PB1164,3469,44000308
conservation-area,,government-organisation:PB1164,3491,44000309
conservation-area,,government-organisation:PB1164,3488,44000310
conservation-area,,government-organisation:PB1164,3466,44000311
conservation-area,,government-organisation:PB1164,3492,44000312
conservation-area,,government-organisation:PB1164,3490,44000313
conservation-area,,government-organisation:PB1164,5660,44000314
conservation-area,,local-authority-eng:CON,97,44000314
conservation-area,,local-authority-eng:CON,DCO50,44000314
conservation-area,,government-organisation:PB1164,405,44000315
conservation-area,,local-authority-eng:CON,36,44000315
conservation-area,,local-authority-eng:CON,DCO43,44000315
conservation-area,,government-organisation:PB1164,5657,44000316
conservation-area,,local-authority-eng:CON,93,44000316
conservation-area,,local-authority-eng:CON,DCO51,44000316
conservation-area,,government-organisation:PB1164,5661,44000317
conservation-area,,local-authority-eng:CON,98,44000317
conservation-area,,local-authority-eng:CON,DCO46,44000317
conservation-area,,government-organisation:PB1164,270,44000318
conservation-area,,local-authority-eng:CON,94,44000318
conservation-area,,local-authority-eng:CON,DCO41,44000318
conservation-area,,government-organisation:PB1164,6167,44000319
conservation-area,,government-organisation:PB1164,6055,44000320
conservation-area,,government-organisation:PB1164,1457,44000321
conservation-area,,government-organisation:PB1164,1483,44000322
conservation-area,,government-organisation:PB1164,1485,44000323
conservation-area,,government-organisation:PB1164,1459,44000324
conservation-area,,government-organisation:PB1164,1480,44000325
conservation-area,,government-organisation:PB1164,1481,44000326
conservation-area,,government-organisation:PB1164,1467,44000327
conservation-area,,government-organisation:PB1164,1458,44000328
conservation-area,,government-organisation:PB1164,1456,44000329
conservation-area,,government-organisation:PB1164,1484,44000330
conservation-area,,government-organisation:PB1164,3861,44000331
conservation-area,,government-organisation:PB1164,3470,44000332
conservation-area,,government-organisation:PB1164,3468,44000333
conservation-area,,government-organisation:PB1164,3482,44000334
conservation-area,,government-organisation:PB1164,3493,44000335
conservation-area,,government-organisation:PB1164,3478,44000336
conservation-area,,government-organisation:PB1164,3476,44000337
conservation-area,,government-organisation:PB1164,3477,44000338
conservation-area,,government-organisation:PB1164,3481,44000339
conservation-area,,government-organisation:PB1164,3487,44000340
conservation-area,,government-organisation:PB1164,3495,44000341
conservation-area,,government-organisation:PB1164,3472,44000342
conservation-area,,government-organisation:PB1164,3475,44000343
conservation-area,,government-organisation:PB1164,3479,44000344
conservation-area,,government-organisation:PB1164,3497,44000345
conservation-area,,government-organisation:PB1164,3485,44000346
conservation-area,,government-organisation:PB1164,3484,44000347
conservation-area,,government-organisation:PB1164,3480,44000348
conservation-area,,government-organisation:PB1164,3463,44000349
conservation-area,,government-organisation:PB1164,3464,44000350
conservation-area,,government-organisation:PB1164,3772,44000351
conservation-area,,government-organisation:PB1164,3755,44000352
conservation-area,,government-organisation:PB1164,3795,44000353
conservation-area,,government-organisation:PB1164,3789,44000354
conservation-area,,government-organisation:PB1164,3793,44000355
conservation-area,,government-organisation:PB1164,3769,44000356
conservation-area,,government-organisation:PB1164,3768,44000357
conservation-area,,government-organisation:PB1164,3751,44000358
conservation-area,,government-organisation:PB1164,3780,44000359
conservation-area,,government-organisation:PB1164,3756,44000360
conservation-area,,government-organisation:PB1164,3758,44000361
conservation-area,,government-organisation:PB1164,3764,44000362
conservation-area,,government-organisation:PB1164,3753,44000363
conservation-area,,government-organisation:PB1164,3790,44000364
conservation-area,,government-organisation:PB1164,3777,44000365
conservation-area,,government-organisation:PB1164,3762,44000366
conservation-area,,government-organisation:PB1164,3767,44000367
conservation-area,,government-organisation:PB1164,3778,44000368
conservation-area,,government-organisation:PB1164,3757,44000369
conservation-area,,government-organisation:PB1164,3782,44000370
conservation-area,,government-organisation:PB1164,3785,44000371
conservation-area,,government-organisation:PB1164,3776,44000372
conservation-area,,government-organisation:PB1164,3759,44000373
conservation-area,,government-organisation:PB1164,403,44000374
conservation-area,,local-authority-eng:CON,89,44000374
conservation-area,,local-authority-eng:CON,DCO39,44000374
conservation-area,,government-organisation:PB1164,411,44000375
conservation-area,,local-authority-eng:CON,91,44000375
conservation-area,,local-authority-eng:CON,DCO47,44000375
conservation-area,,government-organisation:PB1164,5664,44000376
conservation-area,,local-authority-eng:CON,90,44000376
conservation-area,,local-authority-eng:CON,DCO48,44000376
conservation-area,,government-organisation:PB1164,385,44000377
conservation-area,,local-authority-eng:CON,92,44000377
conservation-area,,local-authority-eng:CON,DCO52,44000377
conservation-area,,government-organisation:PB1164,8671,44000378
conservation-area,,government-organisation:PB1164,8672,44000379
conservation-area,,government-organisation:PB1164,8673,44000380
conservation-area,,local-authority-eng:HAL,4,44000380
conservation-area,,government-organisation:PB1164,8674,44000381
conservation-area,,local-authority-eng:HAL,5,44000381
conservation-area,,government-organisation:PB1164,8675,44000382
conservation-area,,government-organisation:PB1164,8676,44000383
conservation-area,,local-authority-eng:HAL,7,44000383
conservation-area,,government-organisation:PB1164,8677,44000384
conservation-area,,local-authority-eng:HAL,2,44000384
conservation-area,,government-organisation:PB1164,8678,44000385
conservation-area,,local-authority-eng:HAL,8,44000385
conservation-area,,government-organisation:PB1164,8679,44000386
conservation-area,,local-authority-eng:HAL,9,44000386
conservation-area,,government-organisation:PB1164,8680,44000387
conservation-area,,local-authority-eng:HAL,10,44000387
conservation-area,,government-organisation:PB1164,5655,44000388
conservation-area,,government-organisation:PB1164,5639,44000389
conservation-area,,government-organisation:PB1164,5640,44000390
conservation-area,,government-organisation:PB1164,5638,44000391
conservation-area,,government-organisation:PB1164,5642,44000392
conservation-area,,government-organisation:PB1164,5641,44000393
conservation-area,,government-organisation:PB1164,5644,44000394
conservation-area,,government-organisation:PB1164,5646,44000395
conservation-area,,government-organisation:PB1164,5645,44000396
conservation-area,,government-organisation:PB1164,5647,44000397
conservation-area,,government-organisation:PB1164,5649,44000398
conservation-area,,government-organisation:PB1164,5648,44000399
conservation-area,,government-organisation:PB1164,5654,44000400
conservation-area,,government-organisation:PB1164,5652,44000401
conservation-area,,government-organisation:PB1164,5653,44000402
conservation-area,,government-organisation:PB1164,5651,44000403
conservation-area,,government-organisation:PB1164,5643,44000404
conservation-area,,government-organisation:PB1164,92,44000405
conservation-area,,government-organisation:PB1164,102,44000406
conservation-area,,government-organisation:PB1164,86,44000407
conservation-area,,government-organisation:PB1164,96,44000408
conservation-area,,government-organisation:PB1164,113,44000409
conservation-area,,government-organisation:PB1164,111,44000410
conservation-area,,government-organisation:PB1164,99,44000411
conservation-area,,government-organisation:PB1164,85,44000412
conservation-area,,government-organisation:PB1164,107,44000413
conservation-area,,government-organisation:PB1164,87,44000414
conservation-area,,government-organisation:PB1164,97,44000415
conservation-area,,government-organisation:PB1164,109,44000416
conservation-area,,government-organisation:PB1164,106,44000417
conservation-area,,government-organisation:PB1164,116,44000418
conservation-area,,government-organisation:PB1164,104,44000419
conservation-area,,government-organisation:PB1164,89,44000420
conservation-area,,government-organisation:PB1164,94,44000421
conservation-area,,government-organisation:PB1164,88,44000422
conservation-area,,government-organisation:PB1164,4040,44000423
conservation-area,,government-organisation:PB1164,4054,44000424
conservation-area,,government-organisation:PB1164,4081,44000425
conservation-area,,government-organisation:PB1164,4052,44000426
conservation-area,,government-organisation:PB1164,10008,44000427
conservation-area,,government-organisation:PB1164,4051,44000428
conservation-area,,government-organisation:PB1164,4018,44000429
conservation-area,,government-organisation:PB1164,9984,44000430
conservation-area,,government-organisation:PB1164,6085,44000431
conservation-area,,government-organisation:PB1164,6077,44000432
conservation-area,,government-organisation:PB1164,1095,44000433
conservation-area,,government-organisation:PB1164,6086,44000434
conservation-area,,government-organisation:PB1164,6082,44000435
conservation-area,,government-organisation:PB1164,6081,44000436
conservation-area,,government-organisation:PB1164,6080,44000437
conservation-area,,government-organisation:PB1164,6091,44000438
conservation-area,,government-organisation:PB1164,6087,44000439
conservation-area,,government-organisation:PB1164,6078,44000440
conservation-area,,government-organisation:PB1164,6079,44000441
conservation-area,,government-organisation:PB1164,6084,44000442
conservation-area,,government-organisation:PB1164,6090,44000443
conservation-area,,government-organisation:PB1164,6083,44000444
conservation-area,,government-organisation:PB1164,3845,44000445
conservation-area,,government-organisation:PB1164,3850,44000446
conservation-area,,government-organisation:PB1164,3846,44000447
conservation-area,,government-organisation:PB1164,2310,44000448
conservation-area,,government-organisation:PB1164,3838,44000449
conservation-area,,government-organisation:PB1164,3832,44000450
conservation-area,,government-organisation:PB1164,3848,44000451
conservation-area,,government-organisation:PB1164,9232,44000452
conservation-area,,government-organisation:PB1164,9245,44000453
conservation-area,,government-organisation:PB1164,9243,44000454
conservation-area,,government-organisation:PB1164,9235,44000455
conservation-area,,government-organisation:PB1164,9234,44000456
conservation-area,,government-organisation:PB1164,9248,44000457
conservation-area,,government-organisation:PB1164,9242,44000458
conservation-area,,government-organisation:PB1164,9250,44000459
conservation-area,,government-organisation:PB1164,1994,44000460
conservation-area,,government-organisation:PB1164,1992,44000461
conservation-area,,government-organisation:PB1164,1991,44000462
conservation-area,,government-organisation:PB1164,1985,44000463
conservation-area,,government-organisation:PB1164,1987,44000464
conservation-area,,government-organisation:PB1164,1986,44000465
conservation-area,,government-organisation:PB1164,1995,44000466
conservation-area,,government-organisation:PB1164,1981,44000467
conservation-area,,government-organisation:PB1164,1980,44000468
conservation-area,,government-organisation:PB1164,3009,44000469
conservation-area,,government-organisation:PB1164,1990,44000470
conservation-area,,government-organisation:PB1164,1988,44000471
conservation-area,,government-organisation:PB1164,1989,44000472
conservation-area,,government-organisation:PB1164,8923,44000473
conservation-area,,government-organisation:PB1164,8911,44000474
conservation-area,,government-organisation:PB1164,8913,44000475
conservation-area,,government-organisation:PB1164,8908,44000476
conservation-area,,government-organisation:PB1164,8932,44000477
conservation-area,,government-organisation:PB1164,8931,44000478
conservation-area,,government-organisation:PB1164,8930,44000479
conservation-area,,government-organisation:PB1164,8939,44000480
conservation-area,,government-organisation:PB1164,8915,44000481
conservation-area,,government-organisation:PB1164,8922,44000482
conservation-area,,government-organisation:PB1164,8947,44000483
conservation-area,,government-organisation:PB1164,8919,44000484
conservation-area,,government-organisation:PB1164,8934,44000485
conservation-area,,government-organisation:PB1164,8914,44000486
conservation-area,,government-organisation:PB1164,8936,44000487
conservation-area,,government-organisation:PB1164,8927,44000488
conservation-area,,government-organisation:PB1164,8909,44000489
conservation-area,,government-organisation:PB1164,8949,44000490
conservation-area,,government-organisation:PB1164,8928,44000491
conservation-area,,government-organisation:PB1164,8948,44000492
conservation-area,,government-organisation:PB1164,8918,44000493
conservation-area,,government-organisation:PB1164,8933,44000494
conservation-area,,government-organisation:PB1164,3771,44000495
conservation-area,,government-organisation:PB1164,3750,44000496
conservation-area,,government-organisation:PB1164,3765,44000497
conservation-area,,government-organisation:PB1164,3754,44000498
conservation-area,,government-organisation:PB1164,3763,44000499
conservation-area,,government-organisation:PB1164,3796,44000500
conservation-area,,government-organisation:PB1164,3784,44000501
conservation-area,,government-organisation:PB1164,3770,44000502
conservation-area,,government-organisation:PB1164,3786,44000503
conservation-area,,government-organisation:PB1164,3766,44000504
conservation-area,,government-organisation:PB1164,3774,44000505
conservation-area,,government-organisation:PB1164,3760,44000506
conservation-area,,government-organisation:PB1164,3775,44000507
conservation-area,,government-organisation:PB1164,3788,44000508
conservation-area,,government-organisation:PB1164,3792,44000509
conservation-area,,government-organisation:PB1164,3794,44000510
conservation-area,,government-organisation:PB1164,3773,44000511
