row-number,field,issue-type,value
1,reference,default,1
1,organisation,default,local-authority-eng:BRC
1,entry-date,default,2020-09-14
2,reference,default,2
2,organisation,default,local-authority-eng:BRC
2,entry-date,default,2020-09-14
3,reference,default,3
3,organisation,default,local-authority-eng:BRC
3,entry-date,default,2020-09-14
4,reference,default,4
4,organisation,default,local-authority-eng:BRC
4,entry-date,default,2020-09-14
5,reference,default,5
5,organisation,default,local-authority-eng:BRC
5,entry-date,default,2020-09-14
6,reference,default,6
6,organisation,default,local-authority-eng:BRC
6,entry-date,default,2020-09-14
